"Product","product_map","Category"
"SugE family quaternary ammonium compound efflux SMR transporter","A21255","quaternary ammonium compound"
"sulfonamide-resistant dihydropteroate synthase Sul1","A5974","sulfonamide"
"sulfonamide-resistant dihydropteroate synthase Sul2","A7648","sulfonamide"
"sulfonamide-resistant dihydropteroate synthase Sul3","A20299","sulfonamide"
"sulfonamide-resistant dihydropteroate synthase Sul4","A51500","sulfonamide"
"teicoplanin resistance associated membrane protein TcaA","A34998","teicoplanin"
"teicoplanin resistance protein TcaA","A52102","teicoplanin"
"teicoplanin resistance protein VanJ","A51019","teicoplanin"
"teicoplanin resistance protein VanZ","A17259","teicoplanin"
"TEM family class A beta-lactamase","A29796","beta-lactamase"
"TER family class A beta-lactamase","A37509","beta-lactamase"
"Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter","A14512","tetracycline resistance"
"Tet(D)-related tetracycline efflux MFS transporter","A22992","tetracycline resistance"
"Tet(H)/Tet(J) family tetracycline efflux MFS transporter","A26949","tetracycline resistance"
"Tet(L)/Tet(K)/Tet(45) family tetracycline efflux MFS transporter","A12594","tetracycline resistance"
"TetA family tetracycline resistance MFS efflux pump","A37249","tetracycline resistance"
"TetM/TetW/TetO/TetS family tetracycline resistance ribosomal protection protein","A11957","tetracycline resistance"
"TetR family multidrug efflux transcriptional regulator VceR","A25361","multidrug"
"tetracycline-inactivating monooxygenase Tet(X)","A20524","tetracycline resistance"
"tetracycline-inactivating monooxygenase Tet(X2)","A20063","tetracycline resistance"
"tetracycline-inactivating monooxygenase Tet(X3)","A36219","tetracycline resistance"
"tetracycline-inactivating monooxygenase Tet(X4)","A25468","tetracycline resistance"
"tetracycline-inactivating monooxygenase Tet(X5)","A44564","tetracycline resistance"
"tetracycline destructase","A36869","tetracycline resistance"
"tetracycline destructase Tet(56)","A52183","tetracycline resistance"
"tetracycline efflux ABC transporter Tet(46) subunit A","A30898","tetracycline resistance"
"tetracycline efflux ABC transporter Tet(46) subunit B","A30899","tetracycline resistance"
"tetracycline efflux ABC transporter Tet(58) subunit A","A61620","tetracycline resistance"
"tetracycline efflux ABC transporter Tet(58) subunit B","A61619","tetracycline resistance"
"tetracycline efflux ABC transporter Tet(60) subunit A","A51875","tetracycline resistance"
"tetracycline efflux ABC transporter Tet(60) subunit B","A51874","tetracycline resistance"
"tetracycline efflux ABC transporter TetAB subunit A","A30277","tetracycline resistance"
"tetracycline efflux MFS transporter Tcr3","A45329","tetracycline resistance"
"tetracycline efflux MFS transporter Tet(30)","A37949","tetracycline resistance"
"tetracycline efflux MFS transporter Tet(31)","A55847","tetracycline resistance"
"tetracycline efflux MFS transporter Tet(33)","A29666","tetracycline resistance"
"tetracycline efflux MFS transporter Tet(38)","A15203","tetracycline resistance"
"tetracycline efflux MFS transporter Tet(39)","A36951","tetracycline resistance"
"tetracycline efflux MFS transporter Tet(40)","A13751","tetracycline resistance"
"tetracycline efflux MFS transporter Tet(42)","A41536","tetracycline resistance"
"tetracycline efflux MFS transporter Tet(59)","A38451","tetracycline resistance"
"tetracycline efflux MFS transporter Tet(63)","A52243","tetracycline resistance"
"tetracycline efflux MFS transporter Tet(64)","A35477","tetracycline resistance"
"tetracycline efflux MFS transporter Tet(A)","A12122","tetracycline resistance"
"tetracycline efflux MFS transporter Tet(B)","A7651","tetracycline resistance"
"tetracycline efflux MFS transporter Tet(C)","A20304","tetracycline resistance"
"tetracycline efflux MFS transporter Tet(D)","A17738","tetracycline resistance"
"tetracycline efflux MFS transporter Tet(E)","A21309","tetracycline resistance"
"tetracycline efflux MFS transporter Tet(G)","A21791","tetracycline resistance"
"tetracycline efflux MFS transporter Tet(H)","A23495","tetracycline resistance"
"tetracycline efflux MFS transporter Tet(J)","A23808","tetracycline resistance"
"tetracycline efflux MFS transporter Tet(K)","A24833","tetracycline resistance"
"tetracycline efflux MFS transporter Tet(L)","A11879","tetracycline resistance"
"tetracycline efflux MFS transporter Tet(V)","A17802","tetracycline resistance"
"tetracycline efflux MFS transporter Tet(Y)","A20526","tetracycline resistance"
"tetracycline efflux MFS transporter Tet(Z)","A46803","tetracycline resistance"
"tetracycline efflux MFS transporter TetA(P)","A22591","tetracycline resistance"
"tetracycline efflux Na+/H+ antiporter family transporter Tet(35)","A16567","tetracycline resistance"
"tetracycline resistance determinant leader peptide","A13717","tetracycline resistance"
"tetracycline resistance efflux system leader peptide","A44039","tetracycline resistance"
"tetracycline resistance leader peptide","A55067","tetracycline resistance"
"tetracycline resistance MFS efflux pump","A13301","tetracycline resistance"
"tetracycline resistance protein","A26208","tetracycline resistance"
"tetracycline resistance protein tetM","A42543","tetracycline resistance"
"tetracycline resistance ribosomal protection mosaic protein Tet(O/W/32/O)","A44829","tetracycline resistance"
"tetracycline resistance ribosomal protection mosaic protein Tet(O/W/O)","A44782","tetracycline resistance"
"tetracycline resistance ribosomal protection protein","A22590","tetracycline resistance"
"tetracycline resistance ribosomal protection protein Otr(A)","A16648","tetracycline resistance"
"tetracycline resistance ribosomal protection protein Tet(32)","A40748","tetracycline resistance"
"tetracycline resistance ribosomal protection protein Tet(36)","A36081","tetracycline resistance"
"tetracycline resistance ribosomal protection protein Tet(44)","A42270","tetracycline resistance"
"tetracycline resistance ribosomal protection protein Tet(M)","A13718","tetracycline resistance"
"tetracycline resistance ribosomal protection protein Tet(O)","A16821","tetracycline resistance"
"tetracycline resistance ribosomal protection protein Tet(Q)","A20131","tetracycline resistance"
"tetracycline resistance ribosomal protection protein Tet(S)","A32171","tetracycline resistance"
"tetracycline resistance ribosomal protection protein Tet(T)","A44130","tetracycline resistance"
"tetracycline resistance ribosomal protection protein Tet(W)","A17052","tetracycline resistance"
"tetracycline resistance ribosomal protection protein Tet(W/N/W)","A26062","tetracycline resistance"
"tetracycline resistance ribosomal protection protein TetB(P)","A42955","tetracycline resistance"
"tetracycline resistance transcriptional repressor TetR","A14511","tetracycline resistance;multidrug"
"tetracycline resistance transcriptional repressor TetR(A)","A12116","tetracycline resistance;multidrug"
"tetracycline resistance transcriptional repressor TetR(B)","A7652","tetracycline resistance;multidrug"
"tetracycline resistance transcriptional repressor TetR(C)","A20303","tetracycline resistance;multidrug"
"tetracycline resistance transcriptional repressor TetR(D)","A17737","tetracycline resistance;multidrug"
"tetracycline resistance transcriptional repressor TetR(E)","A38633","tetracycline resistance;multidrug"
"tetracycline resistance transcriptional repressor TetR(G)","A21792","tetracycline resistance;multidrug"
"tetracycline resistance transcriptional repressor TetR(H)","A23493","tetracycline resistance;multidrug"
"tetracycline resistance transcriptional repressor TetR(J)","A23809","tetracycline resistance;multidrug"
"tetracycline resistance transcriptional repressor TetR(Y)","A20527","tetracycline resistance;multidrug"
"tetronasin-transport ATP-binding protein ABC transporter","A22417","tetronasin"
"tetronasin-transport integral membrane protein abc transporter","A37337","tetronasin"
"tetronasin ABC transporter","A36098","tetronasin"
"tetronasin ABC transporter ATP-binding protein","A59252","tetronasin"
"tetronasin ABC transporter integral membrane protein","A59251","tetronasin"
"tetronasin resistance permease","A28518","tetronasin"
"tetronasin resistance protein","A17877","tetronasin"
"toxic metabolite efflux MATE transporter YeeO","A5867","multidrug"
"tribuytltin resistance regulator TbtR","A71194","tribuytltin"
"trimethoprim-resistant dihydrofolate reductase DfrA","A33922","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrA1","A7656","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrA10","A33940","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrA12","A5970","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrA14","A22713","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrA15","A34310","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrA16","A32173","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrA17","A17311","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrA18","A52229","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrA19","A29007","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrA20","A44630","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrA21","A42024","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrA22","A51347","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrA23","A26084","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrA24","A63999","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrA25","A33782","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrA26","A51218","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrA27","A22707","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrA29","A43525","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrA30","A50361","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrA31","A40052","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrA32","A38879","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrA33","A40129","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrA34","A52061","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrA35","A35781","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrA36","A43157","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrA37","A56380","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrA38","A61980","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrA3b","A51212","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrA4","A28056","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrA41","A38729","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrA42","A35356","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrA46","A44362","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrA47","A35225","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrA5","A25466","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrA6","A64232","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrA7","A27327","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrA8","A41573","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrB1","A34309","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrB2","A26224","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrB3","A42718","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrB4","A38036","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrB5","A26218","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrB6","A61508","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrD","A55145","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrE","A26078","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrF","A32553","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrG","A17936","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrK","A27020","trimethoprim"
"trimethoprim-resistant dihydrofolate reductase DfrS1","A24798","trimethoprim"
"tripartite efflux pump membrane fusion protein EmrK","A48544","multidrug"
"tunicamycin resistance ATP-binding TmrB","A11048","tunicamycin"
"tunicamycin resistance protein","A5988","tunicamycin"
"tunicamycin resistance protein TmrB","A44064","tunicamycin"
"TUS family subclass B1 metallo-beta-lactamase","A60332","beta-lactamase"
"two-component response regulator [LinJ] (linearmycin resistance, biofilm formation)","A53136","linearmycin"
"two-component sensor histidine kinase [LinK] (linearmycin resistance, biofilm formation)","A53135","linearmycin"
"type A-1 chloramphenicol O-acetyltransferase","A5966","chloramphenicol"
"type A-10 chloramphenicol O-acetyltransferase","A45210","chloramphenicol"
"type A-11 chloramphenicol O-acetyltransferase CatP","A16836","chloramphenicol"
"type A-13 chloramphenicol O-acetyltransferase","A29226","chloramphenicol"
"type A-14 chloramphenicol O-acetyltransferase","A35564","chloramphenicol"
"type A-2 chloramphenicol O-acetyltransferase CatII","A28918","chloramphenicol"
"type A-3 chloramphenicol O-acetyltransferase CatIII","A36721","chloramphenicol"
"type A-7 chloramphenicol O-acetyltransferase","A35136","chloramphenicol"
"type A-8 chloramphenicol O-acetyltransferase","A36864","chloramphenicol"
"type A-9 chloramphenicol O-acetyltransferase","A55787","chloramphenicol"
"type A chloramphenicol O-acetyltransferase","A8059","chloramphenicol"
"type B-1 chloramphenicol O-acetyltransferase CatB1","A37954","chloramphenicol"
"type B-2 chloramphenicol O-acetyltransferase CatB11","A37749","chloramphenicol"
"type B-2 chloramphenicol O-acetyltransferase CatB2","A12478","chloramphenicol"
"type B-3 chloramphenicol O-acetyltransferase CatB3","A24951","chloramphenicol"
"type B-3 chloramphenicol O-acetyltransferase CatB6","A41044","chloramphenicol"
"type B-3 chloramphenicol O-acetyltransferase CatB8","A25067","chloramphenicol"
"type B-4 chloramphenicol O-acetyltransferase CatB7","A28352","chloramphenicol"
"type B-5 chloramphenicol O-acetyltransferase CatB9","A25305","chloramphenicol"
"type B chloramphenicol O-acetyltransferase","A11978","chloramphenicol"
"type B chloramphenicol O-acetyltransferase CatB10","A71046","chloramphenicol"
"type C chloramphenicol O-acetyltransferase","A24451","chloramphenicol"
"undecaprenyl pyrophosphate phosphatase (bacitracin resistance)","A54834","bacitracin"
"undecaprenylpyrophosphate phosphatase (bacitracin resistance protein)","A68956","bacitracin"
"VanA-type vancomycin resistance DNA-binding response regulator VanR","A33786","vancomycin"
