Genome,Replicon,plasmid_count,plasmid_total_size,toxin_chromosome,biofilm_chromosome,toxin_plasmid,biofilm_plasmid
GCF_904066215.1,NZ_LR880474.1 chromosome;NZ_LR880475.1 plasmid,1,34223,14,0,2,0
GCF_904067545.1,NZ_LR881183.1 chromosome,0,0,38,0,0,0
GCF_904129595.1,NZ_LR881463.1 chromosome;NZ_LR881464.1 plasmid,1,93927,42,9,3,0
GCF_904425445.1,NZ_LR881934.1 chromosome;NZ_LR881935.1 plasmid,1,295415,43,6,6,0
GCF_904425455.1,NZ_LR881936.1 chromosome;NZ_LR881937.1 plasmid,1,121756,41,8,3,0
GCF_904425475.1,NZ_LR881938.1 chromosome,0,0,75,9,0,0
GCF_904426485.1,NZ_LR881940.1 chromosome;NZ_LR881941.1 plasmid,1,21374,73,9,1,0
GCF_904440635.1,NZ_LR881952.1 chromosome,0,0,40,0,0,0
GCF_904440645.1,NZ_LR881953.1 chromosome,0,0,40,0,0,0
GCF_904528075.1,NZ_LR882035.1 chromosome;NZ_LR882036.1 plasmid,1,64315,8,0,1,0
GCF_904711265.1,NZ_LR882057.1 chromosome;NZ_LR882058.1 plasmid;NZ_LR882059.1 plasmid;NZ_LR882060.1 plasmid;NZ_LR882061.1 plasmid,4,271485,82,9,12,0
GCF_904711295.1,NZ_LR882052.1 chromosome;NZ_LR882053.1 plasmid;NZ_LR882054.1 plasmid;NZ_LR882055.1 plasmid;NZ_LR882056.1 plasmid,4,297892,63,10,18,0
GCF_904711305.1,NZ_LR882050.1 chromosome;NZ_LR882051.1 plasmid,1,94955,69,9,2,0
GCF_904799825.1,NZ_LR882493.1 chromosome;NZ_LR882494.1 plasmid;NZ_LR882495.1 plasmid,2,157027,78,10,14,0
GCF_904810325.1,NZ_LR882499.1 chromosome,0,0,144,0,0,0
GCF_904810335.1,NZ_LR882496.1 chromosome,0,0,139,0,0,0
GCF_904810345.1,NZ_LR882498.1 chromosome,0,0,139,0,0,0
GCF_904810355.1,NZ_LR882497.1 chromosome,0,0,139,0,0,0
GCF_904810365.1,NZ_LR882500.1 chromosome,0,0,143,0,0,0
GCF_904830765.1,NZ_LR882934.1 chromosome;NZ_LR882935.1 plasmid;NZ_LR882936.1 plasmid;NZ_LR882937.1 plasmid,3,261894,95,0,7,0
GCF_904830775.1,NZ_LR882938.1 chromosome;NZ_LR882939.1 plasmid;NZ_LR882940.1 plasmid,2,69520,98,0,0,0
GCF_904830845.1,NZ_LR882944.1 chromosome;NZ_LR882945.1 plasmid;NZ_LR882946.1 plasmid;NZ_LR882947.1 plasmid;NZ_LR882948.1 plasmid,4,263131,111,0,1,0
GCF_904830855.1,NZ_LR882963.1 chromosome;NZ_LR882964.1 plasmid;NZ_LR882965.1 plasmid;NZ_LR882966.1 plasmid,3,208849,92,0,1,0
GCF_904830915.1,NZ_LR882950.1 chromosome;NZ_LR882951.1 plasmid,1,153011,111,0,0,0
GCF_904830925.1,NZ_LR882967.1 chromosome;NZ_LR882968.1 plasmid,1,52993,106,0,2,0
GCF_904830935.1,NZ_LR882952.1 chromosome;NZ_LR882953.1 plasmid;NZ_LR882954.1 plasmid;NZ_LR882955.1 plasmid;NZ_LR882956.1 plasmid;NZ_LR882957.1 plasmid,5,156044,103,0,2,0
GCF_904830965.1,NZ_LR882973.1 chromosome;NZ_LR882974.1 plasmid;NZ_LR882975.1 plasmid;NZ_LR882976.1 plasmid;NZ_LR882977.1 plasmid,4,317509,65,9,17,0
GCF_904830975.1,NZ_LR882978.1 chromosome;NZ_LR882979.1 plasmid;NZ_LR882980.1 plasmid;NZ_LR882981.1 plasmid,3,232615,73,9,13,0
GCF_904831005.1,NZ_LR882982.1 chromosome,0,0,9,0,0,0
GCF_904831805.1,NZ_LR882990.1 chromosome;NZ_LR882991.1 plasmid;NZ_LR882992.1 plasmid,2,255751,70,9,2,0
GCF_904831825.1,NZ_LR882997.1 chromosome;NZ_LR882998.1 plasmid;NZ_LR882999.1 plasmid,2,481306,82,9,16,0
GCF_904831835.1,NZ_LR883012.1 chromosome;NZ_LR883013.1 plasmid;NZ_LR883014.1 plasmid,2,225142,66,9,6,0
GCF_904831875.1,NZ_LR883006.1 chromosome;NZ_LR883007.1 plasmid;NZ_LR883008.1 plasmid;NZ_LR883009.1 plasmid;NZ_LR883010.1 plasmid;NZ_LR883011.1 plasmid,5,421371,79,9,21,0
GCF_904833135.1,NZ_LR883050.1 chromosome;NZ_LR883051.1 plasmid;NZ_LR883052.1 plasmid;NZ_LR883053.1 plasmid;NZ_LR883054.1 plasmid,4,333444,74,10,18,0
GCF_904842665.1,NZ_LR883965.1 chromosome;NZ_LR883966.1 plasmid,1,104732,74,9,5,0
GCF_904848165.1,NZ_LR884459.1 chromosome,0,0,26,0,0,0
GCF_904848675.1,NZ_LR890047.1 chromosome,0,0,2,0,0,0
GCF_904859905.1,NZ_LR890181.1 chromosome;NZ_LR890182.1 plasmid;NZ_LR890183.1 plasmid,2,262382,39,6,5,0
GCF_904863055.1,NZ_LR890209.1 chromosome;NZ_LR890210.1 plasmid;NZ_LR890211.1 plasmid;NZ_LR890212.1 plasmid;NZ_LR890213.1 plasmid;NZ_LR890214.1 plasmid,5,318556,33,6,14,0
GCF_904863075.1,NZ_LR890235.1 chromosome;NZ_LR890236.1 plasmid;NZ_LR890237.1 plasmid;NZ_LR890238.1 plasmid;NZ_LR890239.1 plasmid,4,288935,40,6,7,0
GCF_904863085.1,NZ_LR890184.1 chromosome,0,0,37,5,0,0
GCF_904863095.1,NZ_LR890245.1 chromosome;NZ_LR890246.1 plasmid;NZ_LR890247.1 plasmid,2,243072,36,6,6,0
GCF_904863105.1,NZ_LR890198.1 chromosome;NZ_LR890199.1 plasmid;NZ_LR890200.1 plasmid;NZ_LR890201.1 plasmid,3,251330,76,7,18,0
GCF_904863115.1,NZ_LR890240.1 chromosome;NZ_LR890241.1 plasmid;NZ_LR890242.1 plasmid;NZ_LR890243.1 plasmid;NZ_LR890244.1 plasmid,4,227615,37,6,2,0
GCF_904863125.1,NZ_LR890217.1 chromosome;NZ_LR890218.1 plasmid;NZ_LR890219.1 plasmid;NZ_LR890220.1 plasmid;NZ_LR890221.1 plasmid;NZ_LR890222.1 plasmid;NZ_LR890223.1 plasmid;NZ_LR890224.1 plasmid,7,215450,36,6,2,0
GCF_904863135.1,NZ_LR890254.1 chromosome;NZ_LR890255.1 plasmid;NZ_LR890256.1 plasmid;NZ_LR890257.1 plasmid;NZ_LR890258.1 plasmid;NZ_LR890259.1 plasmid;NZ_LR890260.1 plasmid;NZ_LR890261.1 plasmid,7,600066,37,6,19,0
GCF_904863145.1,NZ_LR890185.1 chromosome;NZ_LR890186.1 plasmid;NZ_LR890187.1 plasmid;NZ_LR890188.1 plasmid,3,247731,33,6,3,0
GCF_904863195.1,NZ_LR890189.1 chromosome;NZ_LR890190.1 plasmid;NZ_LR890191.1 plasmid;NZ_LR890192.1 plasmid;NZ_LR890193.1 plasmid;NZ_LR890194.1 plasmid;NZ_LR890195.1 plasmid;NZ_LR890196.1 plasmid;NZ_LR890197.1 plasmid,8,600060,36,6,5,0
GCF_904863205.1,NZ_LR890202.1 chromosome;NZ_LR890203.1 plasmid,1,237123,38,6,1,0
GCF_904863215.1,NZ_LR890204.1 chromosome;NZ_LR890205.1 plasmid;NZ_LR890206.1 plasmid;NZ_LR890207.1 plasmid;NZ_LR890208.1 plasmid,4,360408,37,6,6,0
GCF_904863225.1,NZ_LR890230.1 chromosome;NZ_LR890231.1 plasmid;NZ_LR890232.1 plasmid;NZ_LR890233.1 plasmid;NZ_LR890234.1 plasmid,4,254047,37,6,2,0
GCF_904863235.1,NZ_LR890270.1 chromosome;NZ_LR890271.1 plasmid;NZ_LR890272.1 plasmid;NZ_LR890273.1 plasmid;NZ_LR890274.1 plasmid;NZ_LR890275.1 plasmid;NZ_LR890276.1 plasmid,6,406856,79,10,24,0
GCF_904863245.1,NZ_LR890277.1 chromosome;NZ_LR890278.1 plasmid;NZ_LR890279.1 plasmid;NZ_LR890280.1 plasmid,3,323031,34,6,7,0
GCF_904863255.1,NZ_LR890334.1 chromosome;NZ_LR890335.1 plasmid;NZ_LR890336.1 plasmid;NZ_LR890337.1 plasmid;NZ_LR890338.1 plasmid;NZ_LR890339.1 plasmid;NZ_LR890340.1 plasmid;NZ_LR890341.1 plasmid;NZ_LR890342.1 plasmid,8,317552,78,9,19,0
GCF_904863265.1,NZ_LR890286.1 chromosome;NZ_LR890287.1 plasmid,1,168148,39,6,2,0
GCF_904863275.1,NZ_LR890307.1 chromosome;NZ_LR890308.1 plasmid;NZ_LR890309.1 plasmid;NZ_LR890310.1 plasmid;NZ_LR890311.1 plasmid,4,274670,33,6,6,0
GCF_904863285.1,NZ_LR890356.1 chromosome;NZ_LR890357.1 plasmid;NZ_LR890358.1 plasmid;NZ_LR890359.1 plasmid,3,201870,38,6,10,0
GCF_904863295.1,NZ_LR890343.1 chromosome;NZ_LR890344.1 plasmid;NZ_LR890345.1 plasmid;NZ_LR890346.1 plasmid;NZ_LR890347.1 plasmid;NZ_LR890348.1 plasmid,5,285342,36,6,1,0
GCF_904863305.1,NZ_LR890299.1 chromosome;NZ_LR890300.1 plasmid;NZ_LR890301.1 plasmid;NZ_LR890302.1 plasmid;NZ_LR890303.1 plasmid;NZ_LR890304.1 plasmid;NZ_LR890305.1 plasmid;NZ_LR890306.1 plasmid,7,338052,84,8,21,0
GCF_904863325.1,NZ_LR890369.1 chromosome;NZ_LR890370.1 plasmid;NZ_LR890371.1 plasmid;NZ_LR890372.1 plasmid;NZ_LR890373.1 plasmid,4,311822,34,6,7,0
GCF_904863335.1,NZ_LR890353.1 chromosome;NZ_LR890354.1 plasmid;NZ_LR890355.1 plasmid,2,277397,39,6,6,0
GCF_904863345.1,NZ_LR890312.1 chromosome;NZ_LR890313.1 plasmid;NZ_LR890314.1 plasmid;NZ_LR890315.1 plasmid;NZ_LR890316.1 plasmid,4,341929,38,5,5,0
GCF_904863355.1,NZ_LR890381.1 chromosome;NZ_LR890382.1 plasmid;NZ_LR890383.1 plasmid,2,7287,37,6,0,0
GCF_904863365.1,NZ_LR890360.1 chromosome;NZ_LR890361.1 plasmid;NZ_LR890362.1 plasmid;NZ_LR890363.1 plasmid;NZ_LR890364.1 plasmid;NZ_LR890365.1 plasmid;NZ_LR890366.1 plasmid;NZ_LR890367.1 plasmid;NZ_LR890368.1 plasmid,8,408682,35,6,19,0
GCF_904863375.1,NZ_LR890326.1 chromosome;NZ_LR890327.1 plasmid;NZ_LR890328.1 plasmid;NZ_LR890329.1 plasmid;NZ_LR890330.1 plasmid;NZ_LR890331.1 plasmid;NZ_LR890332.1 plasmid;NZ_LR890333.1 plasmid,7,233661,76,9,13,0
GCF_904863385.1,NZ_LR890288.1 chromosome;NZ_LR890289.1 plasmid;NZ_LR890290.1 plasmid,2,235961,67,10,12,0
GCF_904863395.1,NZ_LR890374.1 chromosome;NZ_LR890375.1 plasmid;NZ_LR890376.1 plasmid;NZ_LR890377.1 plasmid;NZ_LR890378.1 plasmid;NZ_LR890379.1 plasmid;NZ_LR890380.1 plasmid,6,328426,34,6,7,0
GCF_904863405.1,NZ_LR890317.1 chromosome;NZ_LR890318.1 plasmid;NZ_LR890319.1 plasmid,2,282812,38,6,6,0
GCF_904863425.1,NZ_LR890323.1 chromosome;NZ_LR890324.1 plasmid;NZ_LR890325.1 plasmid,2,276098,35,6,3,0
GCF_904863435.1,NZ_LR890291.1 chromosome;NZ_LR890292.1 plasmid;NZ_LR890293.1 plasmid;NZ_LR890294.1 plasmid;NZ_LR890295.1 plasmid;NZ_LR890296.1 plasmid;NZ_LR890297.1 plasmid;NZ_LR890298.1 plasmid,7,394091,38,6,7,0
GCF_904863445.1,NZ_LR890349.1 chromosome;NZ_LR890350.1 plasmid;NZ_LR890351.1 plasmid;NZ_LR890352.1 plasmid,3,365744,62,9,4,0
GCF_904864445.1,NZ_LR890457.1 chromosome;NZ_LR890458.1 plasmid;NZ_LR890459.1 plasmid;NZ_LR890460.1 plasmid;NZ_LR890461.1 plasmid;NZ_LR890462.1 plasmid;NZ_LR890463.1 plasmid,6,570816,46,6,12,0
GCF_904864465.1,NZ_LR890426.1 chromosome;NZ_LR890427.1 plasmid;NZ_LR890428.1 plasmid;NZ_LR890429.1 plasmid;NZ_LR890430.1 plasmid;NZ_LR890431.1 plasmid;NZ_LR890432.1 plasmid;NZ_LR890433.1 plasmid,7,600056,39,6,19,0
GCF_904864475.1,NZ_LR890471.1 chromosome;NZ_LR890472.1 plasmid;NZ_LR890473.1 plasmid,2,217245,34,6,6,0
GCF_904864505.1,NZ_LR890424.1 chromosome;NZ_LR890425.1 plasmid,1,184695,37,6,1,0
GCF_904864515.1,NZ_LR890391.1 chromosome;NZ_LR890392.1 plasmid;NZ_LR890393.1 plasmid;NZ_LR890394.1 plasmid,3,249984,36,6,1,0
GCF_904864525.1,NZ_LR890422.1 chromosome;NZ_LR890423.1 plasmid,1,152399,37,6,7,0
GCF_904864535.1,NZ_LR890415.1 chromosome;NZ_LR890416.1 plasmid;NZ_LR890417.1 plasmid;NZ_LR890418.1 plasmid;NZ_LR890419.1 plasmid;NZ_LR890420.1 plasmid;NZ_LR890421.1 plasmid,6,329967,34,6,10,0
GCF_904864545.1,NZ_LR890434.1 chromosome;NZ_LR890435.1 plasmid;NZ_LR890436.1 plasmid;NZ_LR890437.1 plasmid,3,304739,37,6,3,0
GCF_904864555.1,NZ_LR890405.1 chromosome;NZ_LR890406.1 plasmid;NZ_LR890407.1 plasmid;NZ_LR890408.1 plasmid;NZ_LR890409.1 plasmid,4,108783,77,10,7,0
GCF_904864565.1,NZ_LR890456.1 chromosome,0,0,39,6,0,0
GCF_904864595.1,NZ_LR890384.1 chromosome;NZ_LR890385.1 plasmid;NZ_LR890386.1 plasmid;NZ_LR890387.1 plasmid,3,249898,37,6,2,0
GCF_904864605.1,NZ_LR890395.1 chromosome;NZ_LR890396.1 plasmid;NZ_LR890397.1 plasmid;NZ_LR890398.1 plasmid,3,235184,35,6,7,0
GCF_904864615.1,NZ_LR890466.1 chromosome;NZ_LR890467.1 plasmid;NZ_LR890468.1 plasmid;NZ_LR890469.1 plasmid;NZ_LR890470.1 plasmid,4,171322,84,8,11,0
GCF_904864625.1,NZ_LR890446.1 chromosome;NZ_LR890447.1 plasmid;NZ_LR890448.1 plasmid;NZ_LR890449.1 plasmid;NZ_LR890450.1 plasmid,4,194611,34,6,9,0
GCF_904864635.1,NZ_LR890410.1 chromosome;NZ_LR890411.1 plasmid;NZ_LR890412.1 plasmid;NZ_LR890413.1 plasmid;NZ_LR890414.1 plasmid,4,64271,70,9,8,0
GCF_904864645.1,NZ_LR890464.1 chromosome;NZ_LR890465.1 plasmid,1,233932,36,6,4,0
GCF_904865655.1,NZ_LR890536.1 chromosome;NZ_LR890537.1 plasmid;NZ_LR890538.1 plasmid;NZ_LR890539.1 plasmid;NZ_LR890540.1 plasmid;NZ_LR890541.1 plasmid,5,264071,87,9,15,0
GCF_904865675.1,NZ_LR890474.1 chromosome;NZ_LR890475.1 plasmid,1,269868,39,6,7,0
GCF_904865685.1,NZ_LR890554.1 chromosome;NZ_LR890555.1 plasmid,1,112133,38,6,2,0
GCF_904865695.1,NZ_LR890542.1 chromosome;NZ_LR890543.1 plasmid;NZ_LR890544.1 plasmid;NZ_LR890545.1 plasmid;NZ_LR890546.1 plasmid,4,507216,37,6,16,0
GCF_904865715.1,NZ_LR890500.1 chromosome;NZ_LR890501.1 plasmid;NZ_LR890502.1 plasmid;NZ_LR890503.1 plasmid;NZ_LR890504.1 plasmid;NZ_LR890505.1 plasmid;NZ_LR890506.1 plasmid;NZ_LR890507.1 plasmid,7,600061,37,6,19,0
GCF_904865725.1,NZ_LR890523.1 chromosome;NZ_LR890524.1 chromosome;NZ_LR890525.1 chromosome;NZ_LR890526.1 plasmid,1,114206,40,0,3,0
GCF_904865735.1,NZ_LR890527.1 chromosome;NZ_LR890528.1 plasmid;NZ_LR890529.1 plasmid;NZ_LR890530.1 plasmid,3,328503,34,6,7,0
GCF_904865745.1,NZ_LR890562.1 chromosome;NZ_LR890563.1 plasmid,1,159592,40,6,10,0
GCF_904865755.1,NZ_LR890490.1 chromosome;NZ_LR890491.1 plasmid;NZ_LR890492.1 plasmid,2,205976,40,6,8,0
GCF_904865765.1,NZ_LR890564.1 chromosome;NZ_LR890565.1 plasmid;NZ_LR890566.1 plasmid;NZ_LR890567.1 plasmid;NZ_LR890568.1 plasmid,4,237893,36,6,1,0
GCF_904865785.1,NZ_LR890547.1 chromosome;NZ_LR890548.1 plasmid;NZ_LR890549.1 plasmid;NZ_LR890550.1 plasmid;NZ_LR890551.1 plasmid;NZ_LR890552.1 plasmid;NZ_LR890553.1 plasmid,6,443747,33,6,12,0
GCF_904865795.1,NZ_LR890484.1 chromosome;NZ_LR890485.1 plasmid;NZ_LR890486.1 plasmid;NZ_LR890487.1 plasmid;NZ_LR890488.1 plasmid;NZ_LR890489.1 plasmid,5,307824,36,6,3,0
GCF_904865805.1,NZ_LR890569.1 chromosome;NZ_LR890570.1 plasmid,1,186641,36,6,2,0
GCF_904865815.1,NZ_LR890515.1 chromosome;NZ_LR890516.1 plasmid;NZ_LR890517.1 plasmid;NZ_LR890518.1 plasmid;NZ_LR890519.1 plasmid;NZ_LR890520.1 plasmid;NZ_LR890521.1 plasmid;NZ_LR890522.1 plasmid,7,600061,39,6,19,0
GCF_904865825.1,NZ_LR890493.1 chromosome;NZ_LR890494.1 plasmid;NZ_LR890495.1 plasmid;NZ_LR890496.1 plasmid;NZ_LR890497.1 plasmid;NZ_LR890498.1 plasmid;NZ_LR890499.1 plasmid,6,19723,36,6,3,0
GCF_904865835.1,NZ_LR890508.1 chromosome;NZ_LR890509.1 plasmid;NZ_LR890510.1 plasmid;NZ_LR890511.1 plasmid,3,204864,69,10,9,0
GCF_904865845.1,NZ_LR890556.1 chromosome;NZ_LR890557.1 plasmid;NZ_LR890558.1 plasmid;NZ_LR890559.1 plasmid;NZ_LR890560.1 plasmid;NZ_LR890561.1 plasmid,5,307824,37,6,4,0
GCF_904866195.1,NZ_LR890571.1 chromosome;NZ_LR890572.1 plasmid;NZ_LR890573.1 plasmid;NZ_LR890574.1 plasmid;NZ_LR890575.1 plasmid,4,447191,36,6,3,0
GCF_904866205.1,NZ_LR890583.1 chromosome;NZ_LR890584.1 plasmid;NZ_LR890585.1 plasmid;NZ_LR890586.1 plasmid,3,137268,35,6,3,0
GCF_904866215.1,NZ_LR890616.1 chromosome;NZ_LR890617.1 plasmid;NZ_LR890618.1 plasmid,2,344738,35,6,7,0
GCF_904866225.1,NZ_LR890603.1 chromosome;NZ_LR890604.1 plasmid;NZ_LR890605.1 plasmid,2,204626,67,10,11,0
GCF_904866235.1,NZ_LR890600.1 chromosome;NZ_LR890601.1 plasmid;NZ_LR890602.1 plasmid,2,78784,34,6,6,0
GCF_904866255.1,NZ_LR890595.1 chromosome;NZ_LR890596.1 plasmid;NZ_LR890597.1 plasmid,2,304843,40,6,7,0
GCF_904866275.1,NZ_LR890619.1 chromosome,0,0,28,9,0,0
GCF_904866285.1,NZ_LR890640.1 chromosome;NZ_LR890641.1 plasmid;NZ_LR890642.1 plasmid,2,324989,34,6,7,0
GCF_904866295.1,NZ_LR890620.1 chromosome;NZ_LR890621.1 plasmid;NZ_LR890622.1 plasmid;NZ_LR890623.1 plasmid,3,237563,36,6,18,0
GCF_904866305.1,NZ_LR890651.1 chromosome;NZ_LR890652.1 plasmid;NZ_LR890653.1 plasmid;NZ_LR890654.1 plasmid;NZ_LR890655.1 plasmid;NZ_LR890656.1 plasmid,5,334123,74,9,22,0
GCF_904866315.1,NZ_LR890643.1 chromosome;NZ_LR890644.1 plasmid;NZ_LR890645.1 plasmid;NZ_LR890646.1 plasmid;NZ_LR890647.1 plasmid,4,96639,40,6,2,0
GCF_904866325.1,NZ_LR890632.1 chromosome;NZ_LR890633.1 plasmid;NZ_LR890634.1 plasmid;NZ_LR890635.1 plasmid;NZ_LR890636.1 plasmid;NZ_LR890637.1 plasmid;NZ_LR890638.1 plasmid;NZ_LR890639.1 plasmid,7,600057,39,6,19,0
GCF_904866335.1,NZ_LR890648.1 chromosome;NZ_LR890649.1 plasmid;NZ_LR890650.1 plasmid,2,266341,36,6,2,0
GCF_904866345.1,NZ_LR890606.1 chromosome;NZ_LR890607.1 plasmid;NZ_LR890608.1 plasmid;NZ_LR890609.1 plasmid;NZ_LR890610.1 plasmid;NZ_LR890611.1 plasmid;NZ_LR890612.1 plasmid;NZ_LR890613.1 plasmid;NZ_LR890614.1 plasmid;NZ_LR890615.1 plasmid,9,392648,78,10,16,0
GCF_904866365.1,NZ_LR890657.1 chromosome;NZ_LR890658.1 plasmid;NZ_LR890659.1 plasmid;NZ_LR890660.1 plasmid,3,333716,58,4,4,0
GCF_904866375.1,NZ_LR890624.1 chromosome;NZ_LR890625.1 plasmid;NZ_LR890626.1 plasmid,2,238934,37,6,5,0
GCF_904866395.1,NZ_LR890669.1 chromosome;NZ_LR890670.1 plasmid;NZ_LR890671.1 plasmid;NZ_LR890672.1 plasmid;NZ_LR890673.1 plasmid;NZ_LR890674.1 plasmid;NZ_LR890675.1 plasmid;NZ_LR890676.1 plasmid;NZ_LR890677.1 plasmid;NZ_LR890678.1 plasmid,9,261652,38,6,13,0
GCF_904866405.1,NZ_LR890679.1 chromosome;NZ_LR890680.1 plasmid;NZ_LR890681.1 plasmid;NZ_LR890682.1 plasmid;NZ_LR890683.1 plasmid;NZ_LR890684.1 plasmid;NZ_LR890685.1 plasmid,6,329807,34,6,10,0
GCF_904866415.1,NZ_LR890686.1 chromosome;NZ_LR890687.1 plasmid;NZ_LR890688.1 plasmid;NZ_LR890689.1 plasmid;NZ_LR890690.1 plasmid,4,181092,36,6,7,0
GCF_904866425.1,NZ_LR890665.1 chromosome;NZ_LR890666.1 plasmid;NZ_LR890667.1 plasmid;NZ_LR890668.1 plasmid,3,246961,36,6,5,0
GCF_904866435.1,NZ_LR890691.1 chromosome;NZ_LR890692.1 plasmid,1,233443,37,6,5,0
GCF_904866445.1,NZ_LR890702.1 chromosome;NZ_LR890703.1 plasmid;NZ_LR890704.1 plasmid;NZ_LR890705.1 plasmid;NZ_LR890706.1 plasmid;NZ_LR890707.1 plasmid;NZ_LR890708.1 plasmid;NZ_LR890709.1 plasmid,7,599876,37,6,19,0
GCF_904866455.1,NZ_LR890693.1 chromosome;NZ_LR890694.1 plasmid;NZ_LR890695.1 plasmid;NZ_LR890696.1 plasmid;NZ_LR890697.1 plasmid,4,123602,80,8,9,0
GCF_904866465.1,NZ_LR890719.1 chromosome;NZ_LR890720.1 plasmid;NZ_LR890721.1 plasmid,2,192435,41,6,4,0
GCF_904866475.1,NZ_LR890710.1 chromosome;NZ_LR890711.1 plasmid;NZ_LR890712.1 plasmid;NZ_LR890713.1 plasmid,3,325872,36,6,7,0
GCF_904866485.1,NZ_LR890722.1 chromosome;NZ_LR890723.1 plasmid;NZ_LR890724.1 plasmid;NZ_LR890725.1 plasmid,3,324975,37,6,6,0
GCF_904866495.1,NZ_LR890714.1 chromosome;NZ_LR890715.1 plasmid;NZ_LR890716.1 plasmid;NZ_LR890717.1 plasmid;NZ_LR890718.1 plasmid,4,118695,89,8,5,0
GCF_904866505.1,NZ_LR890735.1 chromosome;NZ_LR890736.1 plasmid;NZ_LR890737.1 plasmid;NZ_LR890738.1 plasmid;NZ_LR890739.1 plasmid,4,575765,38,6,6,0
GCF_904866535.1,NZ_LR890751.1 chromosome;NZ_LR890752.1 plasmid;NZ_LR890753.1 plasmid,2,218557,38,6,6,0
GCF_904866555.1,NZ_LR890726.1 chromosome;NZ_LR890727.1 plasmid;NZ_LR890728.1 plasmid;NZ_LR890729.1 plasmid;NZ_LR890730.1 plasmid;NZ_LR890731.1 plasmid;NZ_LR890732.1 plasmid;NZ_LR890733.1 plasmid;NZ_LR890734.1 plasmid,8,414192,39,6,12,0
GCF_905071835.1,NZ_LR898874.1 chromosome;NZ_LR898875.1 plasmid;NZ_LR898876.1 plasmid;NZ_LR898877.1 plasmid;NZ_LR898878.1 plasmid;NZ_LR898879.1 plasmid;NZ_LR898880.1 plasmid;NZ_LR898881.1 plasmid;NZ_LR898882.1 plasmid;NZ_LR898883.1 plasmid;NZ_LR898884.1 plasmid;NZ_LR898885.1 plasmid,11,232412,95,10,10,0
GCF_905071865.1,NZ_LR898868.1 chromosome;NZ_LR898869.1 plasmid;NZ_LR898870.1 plasmid;NZ_LR898871.1 plasmid;NZ_LR898872.1 plasmid;NZ_LR898873.1 plasmid,5,181780,66,8,11,0
GCF_905071885.1,NZ_LR898867.1 chromosome,0,0,27,9,0,0
GCF_905143135.2,NZ_OU508367.1 chromosome;NZ_OU508368.1 plasmid,1,7553,6,0,0,0
GCF_905186165.1,NZ_LR994472.1 chromosome,0,0,10,0,0,0
GCF_905187425.1,NZ_LR994544.1 chromosome,0,0,23,0,0,0
GCF_905188235.1,NZ_LR994655.1 chromosome,0,0,30,3,0,0
GCF_905218875.2,NZ_OW848785.1 chromosome;NZ_OW848786.1 plasmid;NZ_OW848787.1 plasmid,2,113083,78,8,13,0
GCF_905218895.2,NZ_OW848788.1 chromosome;NZ_OW848789.1 plasmid;NZ_OW848790.1 plasmid,2,130672,41,6,6,0
GCF_905219065.2,NZ_OW849082.1 chromosome;NZ_OW849083.1 plasmid;NZ_OW849084.1 plasmid;NZ_OW849085.1 plasmid,3,275838,45,6,11,0
GCF_905219285.2,NZ_OW848980.1 chromosome;NZ_OW848981.1 plasmid;NZ_OW848982.1 plasmid;NZ_OW848983.1 plasmid;NZ_OW848984.1 plasmid;NZ_OW848985.1 plasmid,5,269798,80,10,15,0
GCF_905219315.2,NZ_OW849064.1 chromosome;NZ_OW849065.1 plasmid;NZ_OW849066.1 plasmid;NZ_OW849067.1 plasmid;NZ_OW849068.1 plasmid;NZ_OW849069.1 plasmid,5,189746,82,8,13,0
GCF_905219375.1,NZ_LR999861.1 chromosome,0,0,13,0,0,0
GCF_905219385.1,NZ_LR999860.1 chromosome,0,0,13,0,0,0
GCF_905220695.1,NZ_HG992336.1 chromosome,0,0,26,0,0,0
GCF_905220715.1,NZ_HG992338.1 chromosome;NZ_HG992339.1 plasmid,1,24025,32,0,1,0
GCF_905220745.1,NZ_HG992337.1 chromosome,0,0,27,0,0,0
GCF_905220785.1,NZ_HG992341.1 chromosome,0,0,33,0,0,0
GCF_905220805.1,NZ_HG992342.1 chromosome;NZ_HG992343.1 plasmid,1,24000,31,0,1,0
GCF_905231995.2,NZ_OW849377.1 chromosome;NZ_OW849378.1 plasmid;NZ_OW849379.1 plasmid;NZ_OW849380.1 plasmid;NZ_OW849381.1 plasmid,4,351504,81,9,20,0
GCF_905232115.2,NZ_OW849470.1 chromosome;NZ_OW849471.1 plasmid;NZ_OW849472.1 plasmid;NZ_OW849473.1 plasmid,3,275957,40,5,11,0
GCF_905232395.2,NZ_OW849099.1 chromosome;NZ_OW849100.1 plasmid,1,74480,36,6,4,0
GCF_905232515.2,NZ_OW849527.1 chromosome;NZ_OW849528.1 plasmid;NZ_OW849529.1 plasmid;NZ_OW849530.1 plasmid;NZ_OW849531.1 plasmid,4,421982,35,6,7,0
GCF_905310975.2,NZ_OX419573.1 chromosome;NZ_OX419574.1 plasmid,1,7240,36,8,0,0
GCF_905310985.2,NZ_OX419559.1 chromosome,0,0,35,7,0,0
GCF_905310995.2,NZ_OX419579.1 chromosome,0,0,36,7,0,0
GCF_905311385.2,NZ_OX419580.1 chromosome;NZ_OX419581.1 plasmid,1,63590,39,7,0,0
